,title,price,address,township,car_boxes,rooms,bathroms,squareM,description
2652,renta en condesa con amenidades,25000.0,"carlos b. zetina 33 condesa, cuauhtemoc",cuauhtemoc,2.0,3.0,2.0,130.0, 130m2 2 recamaras y estudio y 3ra recamara 3 baños area de lavado hermosa vista 2 terrazas comunes jardin para niños salon de eventos gym seguridad 24 7 
2653,"departamento en be grand coapa, granjas coapa, cdmx",21000.0,"czda. del hueso 859 granjas coapa, tlalpan",tlalpan,2.0,3.0,2.0,115.0, amplio departamento en be grand coapa en 2o piso con 115m2 consta de 3 recamaras con closets balcon 2 baños completos cocina abierta sala comedor 2 lugares de estacionamiento independientes elavador acepta mascotas mantenimiento incluido en la renta vigilancia 24 hrs amenidades gimnasio alberca cerrada sauna area de oficinas ludoteca 5 salones de eventos area de juegos infantil area para pasear perros 
2654,departamento en venta y renta en skyview col anahuac,19000.0,"anahuac i seccion, miguel hidalgo",miguel hidalgo,1.0,2.0,1.0,90.0, caracteristicas principales 90 m2 2 recamaras 1 baño completo sala comedor y cocina 1 cajan de estacionamiento vista a la av marina nacional areas comunes alberca jacuzzi salon de eventos roof garden ludoteca la alberca es al aire libre y cuenta con una vista preciosa se permiten mascotas el area para fumadores es una terraza incluye mantenimiento easybroker id eb hk9312 
2655,renta dep.amueblado. polanco baja de precio,26000.0,"polanco, miguel hidalgo",miguel hidalgo,1.0,2.0,1.0,75.0, renta departamento amueblado decorado con muy buen gusto a unos pasos de masarik son 75m 2 recamaras un baño un lugar estacionamiento vigilancia 24 hrs la renta incluye cuota de mantenimiento edificio pequeño de 3 pisos easybroker id eb gc6888 
2656,"santa fe, residencial h2o preciosos departamentos en renta",30000.0,"santa fe, alvaro obregon",alvaro obregon,2.0,3.0,2.0,173.0, se renta precioso departamento en piso bajo de 173m 2 recamaras 2 5 baños 2 lugares de estacionamiento bodega cuarto de lavado cuenta con amenidades hermosas como alberca jardin gym salon de fiestas ludoteca squash bussines center etc vig 24 hrs conozcalo easybroker id eb it9422 
2657,ejercito nacional. departamento en renta.,14500.0,"granada, miguel hidalgo",miguel hidalgo,0.0,2.0,1.0,60.0, cuenta con 2 recamaras 1 baño completo cocina integral pequeño closet para lavasecadora 2do piso con elevador y portero circuito de seguridad sin estacionamiento easybroker id eb hn5046 
2658,departamento en renta parte baja de las aguilas,26000.0,"las aguilas, alvaro obregon",alvaro obregon,3.0,2.0,2.0,150.0, ubicadisimo a unos minutos de periferico sur en calle cerrada con doble vigilancia departamento en primer piso con preciosa vista arbolada y muy iluminado con pisos de madera consta de estancia cocina abierta 2 recamaras la principal con baño completo y walking closet la segunda recamara comparte un baño completo con el area social estudio tambien puede ser 3a recamara cto de servicio y area de lavado integrada cuenta con 3 estacionamientos el mantenimiento de 3 000 00 esta incluido son 3 torres con 6 departamentos 2 en cada piso en total son 16 se aceptan mascotas y cuenta con elevador tiene un jardin comun con juegos infantiles y salon de usos multiples easybroker id eb jb6910 
2659,renta de departamento 160 m2 en la del valle,24890.0,"nicolas san juan 000 del valle, benito juarez",benito juarez,2.0,3.0,2.5,160.0, amplio departamento de 160 m2 3 recamaras 2 5 baños elevador al departamento segundo elevador de servicio y mascotas cuarto de servicio con baño amplia sala comedor cuarto principal con vestidor y baño camaras de seguridad y policia armado 24 horas 
2660,departamento en renta lomas estrella,8200.0,"siracusa 28 lomas estrella, iztapalapa",iztapalapa,1.0,3.0,1.0,80.0, departamento en renta calle siracusa casi esquina con av tlahuac en 1er piso 3 recamaras 1 baño completo cocina integral con area de lavado estancia sala comedor 1 estacionamiento mantenimiento 600 
2661,"¡¡  muy buen precio, depa en renta en polanco !!",24900.0,"polanco, miguel hidalgo",miguel hidalgo,1.0,3.0,2.0,190.0, muy buen precio depa en renta en polanco excelente ubicacion polanco centro en la calle de newton pide tu cita excelente precio 55 4345 4240 departamento clasico de edificio grande muy bien construido excelente precio pode tu cita 190 mts2 3 recamaras family o un area que puede ser usada como oficina biblioteca etc estancia sala comedor cocina integral area de lavado cuarto de servicio en el mismo departamento el cuarto con baño completo cuenta con elevador 1 cajon de estacionamiento muy pero muy iluminado tiene mucha luz entra muy bonito la luz muy calido pide tu cita excelente precio 55 4345 4240 renta 24 900 con mantenimiento incluido easybroker id eb iu9600 
2662,"se renta departamento be grand san angel, iglesia 270 tizapan, vista panoramica",25000.0,"mexico, 01900, alvaro obregon, iglesia 270 tizapan, alvaro obregon",alvaro obregon,2.0,2.0,2.0,122.0, green house ofrece en renta magnifico departamento con hermosa vista ubicado en be grand san angel iglesia 270 col tizapan cp 01090 alvaro obregon cdmx precio de renta 25 000 pesos mn cuota de mantenimiento 3 500 pesos no esta incluida en la renta el departamento se entrega con refrigerador microondas y lavavajillas caracteristicas del departamento iglesia 270 col tizapan c p 01090 alvaro obregon ciudad de mexico depto 2206 torre 1 piso 22 esquina con doble vista superficie habitable 122 08 m2 area sin balcon 10 53 m2 de balcon en esquina y con dos frentes muy iluminado con hermosa vista metros totales 133 33 piso 22 exterior distribucion recamara principal con vestidor y baño completo recamara 2 con baño completo en pasillo y da servicio a invitados cuarto de lavado servicio con baño completo sala comedor barra desayunador cocina integral con cubierta de granito estufa campana microondas lavadora de trastes y refrigerador balcon en l con dos frentes garaje 2 autos en bateria g18 y g19 ubicados en sotano 1 amenities piscina de 25 m jacuzzi area de juegos baños y vestidor con vapor y servicios spa salon de eventos ludoteca salon de adultos otros el pago del mantenimiento mensual no esta incluido en el precio de renta no se acepta contrato por menos de un año aplica penalidad por terminacion anticipada requisitos para arrendar poliza juridica de arrendamiento con fiador en la cdmx deposito en garantia investigacion buro de credito comprobantes de ingresos carta laboral no se aceptan mascotas el departamento se entrega con refrigerador microondas y lavavajillas previa cita minimo con 24 horas de antelacion proporcionar telefonos fijos nombres completos para ingresar al condominio solicitan identificacion oficial vigente trabajamos exclusivamente con socios registrados en ampi apci no corredores independientes sin registro llamar 5545936888 5549897360 5556634111 5556634212 ventas greenhouse mx disponibilidad y precio sujetos a ultimos cambios 
2663,amplio y bonito departamento en narvarte poniente,18000.0,"universidad 465 narvarte, benito juarez",benito juarez,1.0,2.0,2.0,172.0, maravillosa oportunidad de renta departamento amplio excelente distribucion y muy iluminado ubicacion insuperable sobre av universidad entre eje 5 sur y san borja a dos calles de av cuauhtemoc y de las estaciones del metro y metrobus eugenia cancel en los baños y pisos laminados solo un departamento por piso ambiente tranquilo y con vista al exterior consta de 3 recamaras con closets de piso a techo la recamara principal con baño privado amplia sala y comedor cocina integral con acceso directo al comedor y 1 lugar de estacionamiento que no te lo ganen visitalo ya se acepta mascota pequeña contamos con servicio de city mudanzas ale mon 
2664,renta iluminado depto en heriberto frias interior,25500.0,"del valle, benito juarez",benito juarez,2.0,3.0,3.0,120.0, construccion 120m2 2 lugares de estacionamiento area de lavado cocina integral 1 baño completo que comparte con area social y 3er recamara 2da recamara con closet baño y principal con vestidor y baño amenidades gym carril de nada y salon de usos multiples vigilancia 24 hrs y camaras de circuito cerrado la renta incluye mantenimiento easybroker id eb ih4822 
2665,departamento en venta o renta en san antonio colonia napoles,25000.0,"napoles, benito juarez",benito juarez,1.0,2.0,2.0,92.0, departamento con excelentes vias de comunicacion con una vista espectacular al estadio azul que proximamente va a ser el centro comercial mas grande de la ciudad de mexico mide 92 m2 2 recamaras recamara principal con vestidor y baño y un closet adicional recamara secundaria comparte el baño con area social cocina abierta con un mueble para despensa 1 estacionamiento area de lavado seguridad 24 7 piso 10 amenidades roof garden comun con asador salon de usos multiples gym ludoteca renta 25 000 ya con mantenimiento venta 5 5 millones easybroker id eb iy8593 
2666,departamento en santa fe ,29800.0,"santa fe, alvaro obregon",alvaro obregon,2.0,2.0,2.0,144.0, departamento en renta en la mejor zona de santa fe cerca de centros comerciales restaurantes bares escuelas y servicios en general cuenta con vias rapidas de comunicacion y por la zona en la que esta puedes salir a caminar y vivir segura y comodamente tiene amplios jardines area de juegos seguridad 24 7 salon de usos multiples alberca recreativa y dos carriles de nado canchas de padel y basquetbol asi como un fitness center con 144m2 de construccion el departamento esta en el nivel 1 tiene estacionamiento para 2 autos sala comedor cocina equipada con alacena dos recamaras con closet dos baños completos cuarto de servicio y cuarto de lavado agenda tu cita 
2667,residencial boscoso a solo 8 min de santa fe con vista al bosque ,12500.0,"camino a santa fe 606 residencial boscoso santa fe, alvaro obregon",alvaro obregon,2.0,2.0,2.0,97.0, lindos acabados muy acogedor 2 recamaras con linda vista al bosque sala comedor cocina integral area de lavado 2 baños completos y pisos de madera 2 estacionamientos area de juegos para niños y doble caseta de vigilancia 24 horas 2 000 de mantenimiento 
2668,vive en la col. roma en un agradable loft,9500.0,"bajio 211 roma sur, cuauhtemoc",cuauhtemoc,0.0,1.0,1.0,50.0, vivir en una colonia historica muy cerca del centro de la ciudad con buenos accesos tanto en automovil como en transporte publico y con una oferta de servicios bastante amplia siempre sera una estupenda idea por ello te ofrecemos este loft que te brindara la oportunidad de todo esto y mas ubicado a 15 minutos caminando del metro chilpancingo a 12 minutos del centro medico nacional siglo xxi a una cuadras de insurgentes y del viaducto pte miguel aleman encontraras este inmueble al ser tipo loft te ofrece una recamara con un mueble tipo closet sala comedor cocina estufa tarja y baño completo es importante mencionar que no cuenta con lugar de estacionamiento y que la cuota de mantenimiento ya esta incluida en el precio esta en la planta baja de un edificio de pocos vecinos por lo que si buscas un lugar tranquilo comodo para ti y tu pareja o solo para ti es una buen opcion que debes considerar respecto a los requisitos son los siguientes un mes de deposito un mes de renta fiador u obligado solidario comprobante de ingresos comprobante de domicilio identificacion oficial y pago de poliza juridica 4 950 aprox te invitamos a comunicarte con nosotros para resolver todas tus dudas y agendar una visita recuerda que por ver no se cobra y sera un gusto poder apoyarte en tu busqueda llamanos 
2669,"renta de departamento amueblado 43m2 - atras de torre mayor - cuauhtemoc, cdmx",15000.0,"mexico, 06500, cuauhtemoc, rio atoyac 89 cuauhtemoc, cuauhtemoc",cuauhtemoc,0.0,1.0,1.0,43.0, renta de increible departamento totalmente amueblado con servicios incluidos cuenta con 1 habitacion cocina comedor sala y baño en su respectiva habitacion la habitacion principal cuenta con un cama king size tambien cuenta con tv bocina para dispositivos moviles y telefono con servicio activo incluye sistema de aire acondicionado y calefaccion en sala y habitacion la cocina esta equipada con estufa refrigerador cafetera utensilios de cocina vajilla copas vasos cucharas tenedores cuchillos sartenes y ollas para cocinar y cafetera nespresso precio de renta 15 000 incluye cuota mantenimiento y servicios gas luz internet tv de cable telefonia local justo detras de torre mayor 
2671,"departamento en renta, benito juàrez, colonia portales, desarrollo luk tlalpan ",11950.0,"calzada de tlalpan 4447 portales, benito juarez",tlalpan,1.0,2.0,1.0,60.0, green house ofrece en renta hermoso departamento seminuevo con terminados de lujo uso habitacional magnifica ubicacion calzada tlalpan no 1447 depto 801 col portales a una cuadra del hotel holiday inn tlalpan churubusco entre el metro ermita y metro portales cp 03300cdmx precio renta 11 950 mensuales cuota de mantenimiento 1 300 pesos ubicado en el 8 piso exterior con vista panoramica y muy silencioso construccion habitable 60 m2 mas un estacionamiento jaula de tendido 65 m2 totales aproximadamente 2 recamaras con closets 1 baños completos con doble lavabo estancia con linda vista cocina integral equipada cubierta de granito area de lavado jaula de tendido en azotea 3 elevadores de alta tecnologia seguridad las 24 horas circuito cerrado 1 estacionamiento fijo y techado amenidades gimnasio roof garden con baños y asador juegos infantiles fuente ornamental salon de fiestas con baño y cocineta precio renta 11 950 mensuales màs cuota de mantenimiento 1 300 pesos requisitos poliza juridica de arrendamiento fiador con inmueble libre de gravamen en cdmx deposito investigacion en burò credito comprobantes ingresos carta laboral y no aceptan mascotas si cumples los requsitos previa cita exclusiva para clientes directos solicitan identificacion oficial para ingreso al condominio disponibilidad y precios sujetos a ultimos cambios 
